ProductID;Name;ProductNumber;Color;ListPrice;ProductSubcategoryID;ProductModelID;SellStartDate;SellEndDate
384;Hex Nut 12;HN-3816;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
385;Hex Nut 13;HN-3824;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
386;Hex Nut 1;HN-4402;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
387;Hex Nut 10;HN-5161;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
388;Hex Nut 11;HN-5162;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
389;Hex Nut 2;HN-5400;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
390;Hex Nut 20;HN-5811;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
391;Hex Nut 21;HN-5818;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
392;Hex Nut 3;HN-6320;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
393;Hex Nut 14;HN-7161;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
394;Hex Nut 15;HN-7162;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
395;Hex Nut 4;HN-8320;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
396;Hex Nut 18;HN-9161;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
397;Hex Nut 19;HN-9168;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
398;Handlebar Tube;HT-2981;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
399;Head Tube;HT-8019;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
400;LL Hub;HU-6280;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
401;HL Hub;HU-8998;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
402;Keyed Washer;KW-4091;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
403;External Lock Washer 3;LE-1000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
404;External Lock Washer 4;LE-1200;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
405;External Lock Washer 9;LE-1201;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
406;External Lock Washer 5;LE-1400;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
407;External Lock Washer 7;LE-3800;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
408;External Lock Washer 6;LE-5160;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
409;External Lock Washer 1;LE-6000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
410;External Lock Washer 8;LE-7160;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
411;External Lock Washer 2;LE-8000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
412;Internal Lock Washer 3;LI-1000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
413;Internal Lock Washer 4;LI-1200;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
414;Internal Lock Washer 9;LI-1201;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
415;Internal Lock Washer 5;LI-1400;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
416;Internal Lock Washer 7;LI-3800;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
417;Internal Lock Washer 6;LI-5160;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
418;Internal Lock Washer 10;LI-5800;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
419;Internal Lock Washer 1;LI-6000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
420;Internal Lock Washer 8;LI-7160;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
421;Internal Lock Washer 2;LI-8000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
422;Thin-Jam Lock Nut 9;LJ-1213;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
423;Thin-Jam Lock Nut 10;LJ-1220;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
424;Thin-Jam Lock Nut 1;LJ-1420;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
425;Thin-Jam Lock Nut 2;LJ-1428;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
426;Thin-Jam Lock Nut 15;LJ-3410;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
427;Thin-Jam Lock Nut 16;LJ-3416;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
428;Thin-Jam Lock Nut 5;LJ-3816;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
429;Thin-Jam Lock Nut 6;LJ-3824;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
430;Thin-Jam Lock Nut 3;LJ-5161;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
431;Thin-Jam Lock Nut 4;LJ-5162;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
432;Thin-Jam Lock Nut 13;LJ-5811;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
433;Thin-Jam Lock Nut 14;LJ-5818;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
434;Thin-Jam Lock Nut 7;LJ-7161;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
435;Thin-Jam Lock Nut 8;LJ-7162;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
436;Thin-Jam Lock Nut 12;LJ-9080;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
437;Thin-Jam Lock Nut 11;LJ-9161;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
438;Lock Nut 5;LN-1024;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
439;Lock Nut 6;LN-1032;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
440;Lock Nut 16;LN-1213;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
441;Lock Nut 17;LN-1220;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
442;Lock Nut 7;LN-1224;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
443;Lock Nut 8;LN-1420;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
444;Lock Nut 9;LN-1428;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
445;Lock Nut 22;LN-3410;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
446;Lock Nut 23;LN-3416;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
447;Lock Nut 12;LN-3816;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
448;Lock Nut 13;LN-3824;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
449;Lock Nut 1;LN-4400;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
450;Lock Nut 10;LN-5161;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
451;Lock Nut 11;LN-5162;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
452;Lock Nut 2;LN-5400;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
453;Lock Nut 20;LN-5811;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
454;Lock Nut 21;LN-5818;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
455;Lock Nut 3;LN-6320;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
456;Lock Nut 14;LN-7161;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
457;Lock Nut 15;LN-7162;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
458;Lock Nut 4;LN-8320;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
459;Lock Nut 19;LN-9080;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
460;Lock Nut 18;LN-9161;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
461;Lock Ring;LR-2398;Silver;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
462;Lower Head Race;LR-8520;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
463;Lock Washer 4;LW-1000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
464;Lock Washer 5;LW-1200;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
465;Lock Washer 10;LW-1201;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
466;Lock Washer 6;LW-1400;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
467;Lock Washer 13;LW-3400;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
468;Lock Washer 8;LW-3800;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
469;Lock Washer 1;LW-4000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
470;Lock Washer 7;LW-5160;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
471;Lock Washer 12;LW-5800;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
472;Lock Washer 2;LW-6000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
473;Lock Washer 9;LW-7160;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
474;Lock Washer 3;LW-8000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
475;Lock Washer 11;LW-9160;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
476;Metal Angle;MA-7075;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
477;Metal Bar 1;MB-2024;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
478;Metal Bar 2;MB-6061;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
479;Metal Plate 2;MP-2066;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
480;Metal Plate 1;MP-2503;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
481;Metal Plate 3;MP-4960;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
482;Metal Sheet 2;MS-0253;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
483;Metal Sheet 3;MS-1256;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
484;Metal Sheet 7;MS-1981;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
485;Metal Sheet 4;MS-2259;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
486;Metal Sheet 5;MS-2341;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
487;Metal Sheet 6;MS-2348;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
488;Metal Sheet 1;MS-6061;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
489;Metal Tread Plate;MT-1000;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
490;LL Nipple;NI-4127;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
491;HL Nipple;NI-9522;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
492;Paint - Black;PA-187B;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
493;Paint - Red;PA-361R;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
494;Paint - Silver;PA-529S;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
495;Paint - Blue;PA-632U;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
496;Paint - Yellow;PA-823Y;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
497;Pinch Bolt;PB-6109;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
504;Cup-Shaped Race;RA-2345;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
505;Cone-Shaped Race;RA-7490;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
506;Reflector;RF-9198;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
507;LL Mountain Rim;RM-M464;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
508;ML Mountain Rim;RM-M692;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
509;HL Mountain Rim;RM-M823;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
510;LL Road Rim;RM-R436;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
511;ML Road Rim;RM-R600;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
512;HL Road Rim;RM-R800;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
513;Touring Rim;RM-T801;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
514;LL Mountain Seat Assembly;SA-M198;NULL;133,34;NULL;NULL;2008-04-30 00:00:00.000;NULL
515;ML Mountain Seat Assembly;SA-M237;NULL;147,14;NULL;NULL;2008-04-30 00:00:00.000;NULL
516;HL Mountain Seat Assembly;SA-M687;NULL;196,92;NULL;NULL;2008-04-30 00:00:00.000;NULL
517;LL Road Seat Assembly;SA-R127;NULL;133,34;NULL;NULL;2008-04-30 00:00:00.000;NULL
518;ML Road Seat Assembly;SA-R430;NULL;147,14;NULL;NULL;2008-04-30 00:00:00.000;NULL
519;HL Road Seat Assembly;SA-R522;NULL;196,92;NULL;NULL;2008-04-30 00:00:00.000;NULL
520;LL Touring Seat Assembly;SA-T467;NULL;133,34;NULL;NULL;2008-04-30 00:00:00.000;NULL
521;ML Touring Seat Assembly;SA-T612;NULL;147,14;NULL;NULL;2008-04-30 00:00:00.000;NULL
522;HL Touring Seat Assembly;SA-T872;NULL;196,92;NULL;NULL;2008-04-30 00:00:00.000;NULL
523;LL Spindle/Axle;SD-2342;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
524;HL Spindle/Axle;SD-9872;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
525;LL Shell;SH-4562;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
526;HL Shell;SH-9312;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
527;Spokes;SK-9283;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
528;Seat Lug;SL-0931;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
529;Stem;SM-9087;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
530;Seat Post;SP-2981;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
531;Steerer;SR-2098;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
532;Seat Stays;SS-2985;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
533;Seat Tube;ST-9828;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
534;Top Tube;TO-2301;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
535;Tension Pulley;TP-0923;NULL;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
679;Rear Derailleur Cage;RC-0291;Silver;0;NULL;NULL;2008-04-30 00:00:00.000;NULL
680;HL Road Frame - Black, 58;FR-R92B-58;Black;1431,5;14;6;2008-04-30 00:00:00.000;NULL
706;HL Road Frame - Red, 58;FR-R92R-58;Red;1431,5;14;6;2008-04-30 00:00:00.000;NULL
707;Sport-100 Helmet, Red;HL-U509-R;Red;34,99;31;33;2011-05-31 00:00:00.000;NULL
708;Sport-100 Helmet, Black;HL-U509;Black;34,99;31;33;2011-05-31 00:00:00.000;NULL
709;Mountain Bike Socks, M;SO-B909-M;White;9,5;23;18;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
710;Mountain Bike Socks, L;SO-B909-L;White;9,5;23;18;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
711;Sport-100 Helmet, Blue;HL-U509-B;Blue;34,99;31;33;2011-05-31 00:00:00.000;NULL
712;AWC Logo Cap;CA-1098;Multi;8,99;19;2;2011-05-31 00:00:00.000;NULL
713;Long-Sleeve Logo Jersey, S;LJ-0192-S;Multi;49,99;21;11;2011-05-31 00:00:00.000;NULL
714;Long-Sleeve Logo Jersey, M;LJ-0192-M;Multi;49,99;21;11;2011-05-31 00:00:00.000;NULL
715;Long-Sleeve Logo Jersey, L;LJ-0192-L;Multi;49,99;21;11;2011-05-31 00:00:00.000;NULL
716;Long-Sleeve Logo Jersey, XL;LJ-0192-X;Multi;49,99;21;11;2011-05-31 00:00:00.000;NULL
717;HL Road Frame - Red, 62;FR-R92R-62;Red;1431,5;14;6;2011-05-31 00:00:00.000;NULL
718;HL Road Frame - Red, 44;FR-R92R-44;Red;1431,5;14;6;2011-05-31 00:00:00.000;NULL
719;HL Road Frame - Red, 48;FR-R92R-48;Red;1431,5;14;6;2011-05-31 00:00:00.000;NULL
720;HL Road Frame - Red, 52;FR-R92R-52;Red;1431,5;14;6;2011-05-31 00:00:00.000;NULL
721;HL Road Frame - Red, 56;FR-R92R-56;Red;1431,5;14;6;2011-05-31 00:00:00.000;NULL
722;LL Road Frame - Black, 58;FR-R38B-58;Black;337,22;14;9;2011-05-31 00:00:00.000;NULL
723;LL Road Frame - Black, 60;FR-R38B-60;Black;337,22;14;9;2011-05-31 00:00:00.000;NULL
724;LL Road Frame - Black, 62;FR-R38B-62;Black;337,22;14;9;2011-05-31 00:00:00.000;NULL
725;LL Road Frame - Red, 44;FR-R38R-44;Red;337,22;14;9;2011-05-31 00:00:00.000;2013-05-29 00:00:00.000
726;LL Road Frame - Red, 48;FR-R38R-48;Red;337,22;14;9;2011-05-31 00:00:00.000;2013-05-29 00:00:00.000
727;LL Road Frame - Red, 52;FR-R38R-52;Red;337,22;14;9;2011-05-31 00:00:00.000;2013-05-29 00:00:00.000
728;LL Road Frame - Red, 58;FR-R38R-58;Red;337,22;14;9;2011-05-31 00:00:00.000;2013-05-29 00:00:00.000
729;LL Road Frame - Red, 60;FR-R38R-60;Red;337,22;14;9;2011-05-31 00:00:00.000;2013-05-29 00:00:00.000
730;LL Road Frame - Red, 62;FR-R38R-62;Red;337,22;14;9;2011-05-31 00:00:00.000;2013-05-29 00:00:00.000
731;ML Road Frame - Red, 44;FR-R72R-44;Red;594,83;14;16;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
732;ML Road Frame - Red, 48;FR-R72R-48;Red;594,83;14;16;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
733;ML Road Frame - Red, 52;FR-R72R-52;Red;594,83;14;16;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
734;ML Road Frame - Red, 58;FR-R72R-58;Red;594,83;14;16;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
735;ML Road Frame - Red, 60;FR-R72R-60;Red;594,83;14;16;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
736;LL Road Frame - Black, 44;FR-R38B-44;Black;337,22;14;9;2011-05-31 00:00:00.000;NULL
737;LL Road Frame - Black, 48;FR-R38B-48;Black;337,22;14;9;2011-05-31 00:00:00.000;NULL
738;LL Road Frame - Black, 52;FR-R38B-52;Black;337,22;14;9;2011-05-31 00:00:00.000;NULL
739;HL Mountain Frame - Silver, 42;FR-M94S-42;Silver;1364,5;12;5;2011-05-31 00:00:00.000;NULL
740;HL Mountain Frame - Silver, 44;FR-M94S-44;Silver;1364,5;12;5;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
741;HL Mountain Frame - Silver, 48;FR-M94S-52;Silver;1364,5;12;5;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
742;HL Mountain Frame - Silver, 46;FR-M94S-46;Silver;1364,5;12;5;2011-05-31 00:00:00.000;NULL
743;HL Mountain Frame - Black, 42;FR-M94B-42;Black;1349,6;12;5;2011-05-31 00:00:00.000;NULL
744;HL Mountain Frame - Black, 44;FR-M94B-44;Black;1349,6;12;5;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
745;HL Mountain Frame - Black, 48;FR-M94B-48;Black;1349,6;12;5;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
746;HL Mountain Frame - Black, 46;FR-M94B-46;Black;1349,6;12;5;2011-05-31 00:00:00.000;NULL
747;HL Mountain Frame - Black, 38;FR-M94B-38;Black;1349,6;12;5;2011-05-31 00:00:00.000;NULL
748;HL Mountain Frame - Silver, 38;FR-M94S-38;Silver;1364,5;12;5;2011-05-31 00:00:00.000;NULL
749;Road-150 Red, 62;BK-R93R-62;Red;3578,27;2;25;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
750;Road-150 Red, 44;BK-R93R-44;Red;3578,27;2;25;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
751;Road-150 Red, 48;BK-R93R-48;Red;3578,27;2;25;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
752;Road-150 Red, 52;BK-R93R-52;Red;3578,27;2;25;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
753;Road-150 Red, 56;BK-R93R-56;Red;3578,27;2;25;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
754;Road-450 Red, 58;BK-R68R-58;Red;1457,99;2;28;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
755;Road-450 Red, 60;BK-R68R-60;Red;1457,99;2;28;2011-05-31 00:00:00.000;2012-05-29 00:00:00.000
